age,workclass,education,marital status,occupation,relationship,race,gender,capital gain,capital loss,hours per week,income,income_value
45,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,45,<=50K,42618
37,Private,HS-grad,Never-married,Sales,Not-in-family,Black,Male,0,0,44,<=50K,44592
19,,Some-college,Never-married,,Own-child,White,Male,0,0,40,<=50K,30806
17,Private,11th,Never-married,Other-service,Own-child,White,Male,0,0,5,<=50K,44593
27,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,<=50K,32291
19,Federal-gov,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,<=50K,35532
43,Private,10th,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,<=50K,46111
42,Private,10th,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,>50K,504860
54,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,<=50K,31666
50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,>50K,94854
40,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K,30082
55,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,25,<=50K,33694
50,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K,38125
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K,37379
42,,HS-grad,Divorced,,Unmarried,Black,Female,0,0,32,<=50K,37458
24,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,>50K,676812
30,Private,11th,Divorced,Sales,Own-child,White,Male,0,0,40,<=50K,42389
39,Local-gov,Assoc-acdm,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,50,>50K,244874
37,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,<=50K,48458
33,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K,30196
48,Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,0,0,40,<=50K,30554
43,Self-emp-inc,HS-grad,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,78,<=50K,48957
39,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K,190425
53,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,>50K,241762
52,Self-emp-not-inc,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,<=50K,39709
28,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,20,<=50K,30019
32,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,52,<=50K,46914
31,Private,Bachelors,Married-civ-spouse,Sales,Husband,Black,Male,0,0,90,>50K,1053509
31,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,>50K,816691
47,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K,48854
19,,Some-college,Never-married,,Own-child,White,Male,0,0,50,<=50K,46963
40,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,<=50K,39923
40,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Female,0,0,45,<=50K,36747
41,Private,11th,Divorced,Other-service,Not-in-family,White,Male,0,0,40,<=50K,41022
53,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,<=50K,41291
46,Private,11th,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,0,0,43,<=50K,39229
19,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,<=50K,31958
49,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,<=50K,39593
59,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,<=50K,49105
32,Private,Assoc-voc,Divorced,Sales,Not-in-family,White,Male,0,0,50,>50K,864222
35,State-gov,Some-college,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,<=50K,37804
58,Self-emp-inc,10th,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40,<=50K,40521
28,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,0,0,43,<=50K,44440
36,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,>50K,541271
41,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Unmarried,White,Female,0,0,35,<=50K,44718
47,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,>50K,871324
61,,HS-grad,Married-civ-spouse,,Husband,White,Male,0,0,16,<=50K,35660
36,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K,1313978
38,Private,Assoc-voc,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K,36440
50,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,<=50K,41767
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,66,<=50K,49202
51,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,>50K,785484
44,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K,563856
25,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,<=50K,45674
60,Private,11th,Widowed,Transport-moving,Unmarried,Black,Male,0,0,40,<=50K,49511
49,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K,1081736
46,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,60,>50K,613957
56,Private,HS-grad,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,38,<=50K,33677
22,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,<=50K,37559
76,,HS-grad,Widowed,,Not-in-family,Black,Female,0,0,2,<=50K,32803
41,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,>50K,713077
46,Private,10th,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,<=50K,30161
30,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,>50K,1181960
39,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,>50K,1201200
40,Private,10th,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,<=50K,45213
70,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,<=50K,40762
49,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,75,<=50K,40230
24,Private,Assoc-voc,Never-married,Protective-serv,Not-in-family,White,Male,0,0,60,<=50K,46925
61,Private,Prof-school,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,5,>50K,771790
25,Private,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,40,<=50K,37604
28,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,<=50K,33485
69,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,11,<=50K,41375
22,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,36,<=50K,36926
47,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,<=50K,40860
38,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,48,<=50K,43688
26,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,<=50K,36857
17,Private,11th,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,24,<=50K,43075
33,Self-emp-not-inc,Some-college,Never-married,Other-service,Not-in-family,White,Male,0,0,35,<=50K,40136
43,Self-emp-not-inc,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K,47899
58,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K,1239052
26,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,25,<=50K,46533
43,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,>50K,1238361
25,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,25,<=50K,32896
57,Federal-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,<=50K,38209
37,Private,Masters,Divorced,Exec-managerial,Unmarried,White,Male,0,0,60,>50K,203174
32,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,<=50K,40419
26,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,41,<=50K,31015
45,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,>50K,997744
27,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,<=50K,47118
28,Self-emp-inc,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,>50K,365061
32,Private,11th,Divorced,Sales,Not-in-family,White,Male,0,0,43,>50K,541022
36,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,>50K,1201184
19,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,<=50K,47979
37,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,>50K,1271029
20,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,0,0,45,<=50K,32636
60,,Masters,Married-civ-spouse,,Husband,White,Male,0,0,40,<=50K,30936
32,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,<=50K,42288
58,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,<=50K,43755
42,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,<=50K,31917
20,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,14,<=50K,48283
42,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,<=50K,35294
25,Private,Some-college,Married-spouse-absent,Prof-specialty,Unmarried,Black,Male,0,0,40,<=50K,38917
37,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,>50K,89242
66,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,<=50K,45748
59,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K,752995
44,Private,Bachelors,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,<=50K,39201
46,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,58,>50K,673590
17,Local-gov,9th,Never-married,Other-service,Own-child,Black,Male,0,0,9,<=50K,32424
47,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,<=50K,34975
47,State-gov,9th,Divorced,Other-service,Not-in-family,White,Female,0,0,40,<=50K,48710
30,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,<=50K,40638
20,Private,Some-college,Never-married,Farming-fishing,Own-child,White,Female,0,0,40,<=50K,49759
20,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,15,<=50K,43463
33,Private,HS-grad,Divorced,Other-service,Unmarried,White,Male,0,0,40,<=50K,37178
48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K,43338
37,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,0,0,12,<=50K,41262
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,<=50K,44260
40,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,>50K,287124
48,Private,Masters,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,>50K,874150
49,Private,10th,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,42,>50K,1109375
50,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,0,0,40,<=50K,33404
30,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,<=50K,46001
34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,<=50K,38217
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K,48755
22,Private,10th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,<=50K,39449
35,Private,HS-grad,Separated,Other-service,Not-in-family,Black,Male,0,0,40,<=50K,43728
26,State-gov,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,0,0,30,<=50K,43963
39,Local-gov,HS-grad,Separated,Protective-serv,Not-in-family,White,Male,0,0,40,<=50K,45074
59,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,35368
69,,5th-6th,Divorced,,Not-in-family,White,Male,0,0,40,<=50K,37963
27,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,36716
17,Private,10th,Never-married,Sales,Own-child,White,Male,0,0,30,<=50K,35006
38,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K,34374
27,Private,10th,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,<=50K,49856
23,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,<=50K,38748
17,Private,10th,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,24,<=50K,36572
56,Private,7th-8th,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,<=50K,43971
24,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K,45370
44,Private,12th,Divorced,Transport-moving,Unmarried,Black,Male,0,0,40,<=50K,36549
23,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,<=50K,32128
41,Self-emp-not-inc,HS-grad,Never-married,Sales,Not-in-family,White,Male,0,0,50,<=50K,37160
25,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,0,0,65,<=50K,36271
21,Private,Some-college,Never-married,Other-service,Other-relative,Black,Female,0,0,8,<=50K,41258
18,Private,12th,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,6,<=50K,37070
45,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,43891
51,Private,7th-8th,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,<=50K,41766
42,Federal-gov,HS-grad,Separated,Other-service,Other-relative,Black,Female,0,0,40,<=50K,31445
47,Private,Some-college,Never-married,Other-service,Not-in-family,Black,Female,0,0,35,<=50K,35847
29,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,<=50K,48684
33,Private,11th,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,<=50K,44175
43,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,37576
20,,Some-college,Never-married,,Own-child,White,Male,0,0,16,<=50K,49934
19,,Bachelors,Never-married,,Own-child,Black,Female,0,0,40,<=50K,35000
24,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,30,<=50K,47961
19,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,<=50K,31197
52,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K,43416
38,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,52,<=50K,35128
24,State-gov,Some-college,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,<=50K,38216
32,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,<=50K,43914
72,,HS-grad,Widowed,,Not-in-family,White,Female,0,0,8,<=50K,31889
26,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,>50K,94635
31,Private,Bachelors,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,40,<=50K,49588
29,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,<=50K,36970
48,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,<=50K,44857
40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,>50K,1022381
51,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Male,0,0,45,<=50K,41200
28,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Own-child,White,Male,0,0,40,<=50K,35340
22,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Female,0,0,20,<=50K,37788
23,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K,39933
65,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,16,<=50K,35100
26,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,<=50K,36845
38,Self-emp-not-inc,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,0,0,10,<=50K,46379
33,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,>50K,699225
33,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,<=50K,49401
37,Private,Bachelors,Never-married,Sales,Not-in-family,Black,Female,0,0,40,<=50K,33743
19,Private,11th,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,60,<=50K,43728
24,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,50,<=50K,48743
30,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,<=50K,33071
57,State-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,<=50K,35519
22,State-gov,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,<=50K,40696
57,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,>50K,665829
46,State-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,<=50K,41479
67,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,<=50K,37003
35,,HS-grad,Never-married,,Unmarried,Black,Female,0,0,40,<=50K,39562
47,Private,HS-grad,Separated,Craft-repair,Own-child,White,Male,0,0,40,<=50K,46160
39,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,35234
50,Private,Some-college,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Male,0,0,40,<=50K,41477
58,Self-emp-not-inc,12th,Divorced,Sales,Not-in-family,White,Female,0,0,52,<=50K,43513
36,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30,>50K,1025895
45,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,>50K,682646
54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,>50K,1065423
26,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,<=50K,33010
60,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K,998355
26,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,<=50K,37340
32,Private,11th,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,<=50K,37404
38,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K,38556
48,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,>50K,937684
37,Private,HS-grad,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,40,<=50K,44007
44,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,<=50K,47338
31,Private,HS-grad,Never-married,Other-service,Not-in-family,Other,Female,0,0,35,<=50K,34399
61,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,>50K,678641
51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,31089
36,,Assoc-acdm,Married-civ-spouse,,Wife,Black,Female,0,0,21,<=50K,43298
67,Local-gov,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0,0,24,<=50K,31108
40,State-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,>50K,529817
27,Private,5th-6th,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,35,<=50K,46765
37,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K,35395
57,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K,526995
27,Private,10th,Divorced,Other-service,Not-in-family,White,Female,0,0,40,<=50K,49941
34,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,>50K,1112375
52,Private,HS-grad,Divorced,Other-service,Other-relative,Black,Female,0,0,38,<=50K,39834
42,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,>50K,271151
55,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,10,<=50K,42683
71,Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,>50K,221610
33,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,<=50K,37961
30,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K,41636
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,>50K,536172
59,Private,10th,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,<=50K,36270
19,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,<=50K,45234
36,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,<=50K,31248
26,Self-emp-not-inc,HS-grad,Never-married,Sales,Own-child,White,Male,0,0,40,<=50K,35691
34,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,<=50K,37136
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,>50K,742813
26,,HS-grad,Separated,,Unmarried,White,Female,0,0,40,<=50K,30992
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,<=50K,41691
18,Private,Some-college,Never-married,Sales,Own-child,White,Male,0,0,16,<=50K,42040
55,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,18,<=50K,44363
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K,889135
43,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,<=50K,41745
62,Private,7th-8th,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,<=50K,31600
44,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,<=50K,47278
39,,HS-grad,Divorced,,Unmarried,White,Female,0,0,40,<=50K,41218
50,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,>50K,188208
35,Private,11th,Never-married,Sales,Not-in-family,White,Male,0,0,45,<=50K,44101
52,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K,33431
46,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,>50K,1444550
43,Private,Some-college,Never-married,Exec-managerial,Unmarried,White,Male,0,0,50,<=50K,40549
20,Private,Some-college,Never-married,Sales,Own-child,White,Male,0,0,20,<=50K,47134
47,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,>50K,1237969
43,Private,Masters,Divorced,Exec-managerial,Unmarried,White,Male,0,0,50,<=50K,41697
64,,HS-grad,Married-civ-spouse,,Husband,White,Male,0,0,40,>50K,1027850
24,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K,42775
27,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K,46540
32,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K,32613
37,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,12,<=50K,30616
26,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,<=50K,44731
50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,<=50K,31994
20,Self-emp-not-inc,HS-grad,Never-married,Transport-moving,Own-child,White,Male,0,0,80,<=50K,44660
43,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,0,0,45,<=50K,38662
53,Private,9th,Divorced,Other-service,Not-in-family,White,Female,0,0,36,<=50K,35336
44,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K,1491140
25,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,40,<=50K,49050
19,Private,HS-grad,Never-married,Sales,Own-child,White,Male,0,0,50,<=50K,39393
44,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,<=50K,47960
49,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,43,<=50K,40531
35,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,<=50K,47991
44,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,<=50K,46749
54,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,<=50K,31422
37,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,35,<=50K,48555
18,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,15,<=50K,33423
24,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,<=50K,40039
29,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Female,0,0,50,<=50K,40219
22,,Some-college,Divorced,,Not-in-family,White,Female,0,0,35,<=50K,40143
35,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,<=50K,33135
56,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,>50K,377162
32,,7th-8th,Widowed,,Not-in-family,White,Female,0,0,40,<=50K,43074
24,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,45,<=50K,47217
73,Private,HS-grad,Widowed,Sales,Other-relative,White,Female,0,0,15,<=50K,33694
47,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K,33452
49,Private,12th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,39,<=50K,46465
38,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,>50K,1020158
31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,<=50K,35588
39,Private,Some-college,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,<=50K,33208
42,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K,39603
41,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,45,>50K,1026026
35,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,>50K,122200
